UI_Category,Antecedent,Consequent,Support,Confidence,Lift,Leverage,Conviction,Rule_Length
Desktop_UI,"Device=Laptop/Desktop, Persona=Researcher","Desktop_info_density=Moderate (Balanced - some details visible, cl...",0.065,0.9285714285714285,1.2807881773399015,0.014249999999999999,3.849999999999996,3
Mobile_UI,"Device=Smartphone, Persona=Researcher",Mobile_whitespace=Balanced,0.175,0.9210526315789473,1.08359133126935,0.013499999999999984,1.8999999999999997,3
Mobile_UI,Persona=Deal Hunter,Mobile_whitespace=Balanced,0.11,0.9166666666666667,1.0784313725490198,0.008000000000000007,1.8000000000000018,2
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_info_density=Moderate (Balanced - some details visible, cl...",0.1,0.9090909090909092,1.3271400132714002,0.024650000000000005,3.4650000000000025,3
Mobile_UI,"Device=Laptop/Desktop, Persona=Minimalist","Mobile_info_density=Moderate (Balanced - some details visible, cl...",0.05,0.9090909090909092,1.3271400132714002,0.012325000000000003,3.4650000000000025,3
Global_UI,"Device=Laptop/Desktop, Persona=Minimalist",Global_whitespace_pref=Balanced (Moderate spacing - comfortable midd...,0.05,0.9090909090909092,1.2368583797155228,0.009575,2.9150000000000027,3
Mobile_UI,"Mood=Relaxed, Persona=Researcher","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_whitespace=Balanced",0.05,0.9090909090909092,1.2202562538133008,0.009025000000000005,2.8050000000000024,4
Desktop_UI,"Device=Laptop/Desktop, Persona=Minimalist",Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.05,0.9090909090909092,1.2121212121212122,0.00875,2.7500000000000027,3
Mobile_UI,Persona=Loyal Customer,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.1,0.9090909090909092,1.095290251916758,0.008700000000000013,1.870000000000002,2
Mobile_UI,"Device=Laptop/Desktop, Persona=Minimalist","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.05,0.9090909090909092,1.095290251916758,0.004350000000000007,1.870000000000002,3
Mobile_UI,"Mood=Relaxed, Persona=Researcher","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.05,0.9090909090909092,1.095290251916758,0.004350000000000007,1.870000000000002,3
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter",Mobile_whitespace=Balanced,0.1,0.9090909090909092,1.0695187165775402,0.006500000000000006,1.6500000000000017,3
Desktop_UI,Device=Laptop/Desktop,Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.165,0.891891891891892,1.1891891891891893,0.026250000000000023,2.312500000000002,2
Mobile_UI,Device=Laptop/Desktop,Mobile_whitespace=Balanced,0.165,0.891891891891892,1.0492845786963436,0.007750000000000007,1.3875000000000015,2
Mobile_UI,"Mood=Neutral, Persona=Minimalist","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.08,0.888888888888889,1.0709504685408302,0.005300000000000013,1.5300000000000011,3
Mobile_UI,"Device=Smartphone, Persona=Loyal Customer",Mobile_whitespace=Balanced,0.08,0.888888888888889,1.0457516339869282,0.003500000000000003,1.350000000000001,3
Mobile_UI,"Device=Smartphone, Mood=Relaxed",Mobile_whitespace=Balanced,0.15,0.8823529411764705,1.0380622837370241,0.005499999999999977,1.2749999999999988,3
Mobile_UI,Mood=Happy,Mobile_whitespace=Balanced,0.075,0.8823529411764705,1.0380622837370241,0.0027499999999999886,1.2749999999999988,2
Mobile_UI,"Device=Smartphone, Persona=Impulsive Buyer","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.11,0.88,1.0602409638554218,0.0062500000000000056,1.416666666666667,3
Mobile_UI,Persona=Deal Hunter,Mobile_sticky_header=Yes (Header stays at top while scrolling),0.105,0.875,1.3565891472868217,0.0276,2.84,2
Mobile_UI,Persona=Deal Hunter,"Mobile_info_density=Moderate (Balanced - some details visible, cl...",0.105,0.875,1.2773722627737225,0.022799999999999987,2.5199999999999996,2
Mobile_UI,Persona=Deal Hunter,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.105,0.875,1.0542168674698795,0.005400000000000002,1.3600000000000003,2
Mobile_UI,Mood=Relaxed,Mobile_whitespace=Balanced,0.17,0.8717948717948718,1.0256410256410258,0.004250000000000004,1.1700000000000004,2
Mobile_UI,"Device=Laptop/Desktop, Mood=Neutral","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_whitespace=Balanced",0.065,0.8666666666666667,1.1633109619686801,0.009125000000000001,1.9125000000000005,4
Mobile_UI,"Device=Laptop/Desktop, Mood=Neutral","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.065,0.8666666666666667,1.0441767068273093,0.0027500000000000094,1.2750000000000006,3
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_info_density=Moderate (Balanced - some details visible, cl...",0.095,0.8636363636363636,1.3929618768328447,0.026800000000000004,2.786666666666667,4
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_info_density=Moderate (Balanced - some details visible, cl..., Mobile_whitespace=Balanced",0.095,0.8636363636363636,1.3929618768328447,0.026800000000000004,2.786666666666667,4
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter",Mobile_price_display=Strike-through Original (Shows original price...,0.095,0.8636363636363636,1.3818181818181818,0.026249999999999996,2.75,3
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter",Mobile_sticky_header=Yes (Header stays at top while scrolling),0.095,0.8636363636363636,1.3389711064129668,0.024050000000000002,2.6033333333333335,3
Global_UI,Persona=Loyal Customer,Global_whitespace_pref=Balanced (Moderate spacing - comfortable midd...,0.095,0.8636363636363636,1.1750154607297465,0.014149999999999996,1.9433333333333336,2
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.095,0.8636363636363636,1.0405257393209202,0.003700000000000009,1.246666666666667,3
Mobile_UI,Mood=Neutral,Mobile_whitespace=Balanced,0.33,0.8571428571428572,1.008403361344538,0.00275000000000003,1.0500000000000007,2
Mobile_UI,"Device=Laptop/Desktop, Persona=Researcher","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_whitespace=Balanced",0.06,0.857142857142857,1.1505273250239691,0.007849999999999996,1.7849999999999981,4
Desktop_UI,"Device=Laptop/Desktop, Persona=Researcher",Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.06,0.857142857142857,1.1428571428571426,0.007499999999999993,1.749999999999998,3
Mobile_UI,Persona=Impulsive Buyer,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.12,0.857142857142857,1.0327022375215145,0.003799999999999984,1.189999999999999,2
Mobile_UI,"Device=Laptop/Desktop, Persona=Researcher","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.06,0.857142857142857,1.0327022375215145,0.001899999999999992,1.189999999999999,3
Mobile_UI,Persona=Impulsive Buyer,Mobile_whitespace=Balanced,0.12,0.857142857142857,1.0084033613445376,0.000999999999999987,1.049999999999999,2
Mobile_UI,"Device=Smartphone, Persona=Browser","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.115,0.8518518518518519,1.0263275323516288,0.002950000000000008,1.1475000000000004,3
Mobile_UI,"Device=Smartphone, Mood=Happy","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_info_density=Moderate (Balanced - some details visible, cl...",0.055,0.8461538461538461,1.3647642679900744,0.014699999999999998,2.4699999999999998,4
Mobile_UI,"Device=Smartphone, Mood=Happy","Mobile_info_density=Moderate (Balanced - some details visible, cl...",0.055,0.8461538461538461,1.2352610892756877,0.010474999999999998,2.0474999999999994,3
Global_UI,"Device=Smartphone, Mood=Neutral, Persona=Minimalist",Global_whitespace_pref=Balanced (Moderate spacing - comfortable midd...,0.055,0.8461538461538461,1.1512297226582942,0.007225000000000002,1.7225,4
Mobile_UI,"Device=Smartphone, Mood=Happy","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_whitespace=Balanced",0.055,0.8461538461538461,1.1357769747031492,0.0065749999999999975,1.6575,4
Mobile_UI,"Device=Smartphone, Mood=Neutral, Persona=Minimalist","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.055,0.8461538461538461,1.019462465245598,0.0010500000000000023,1.1050000000000002,4
Mobile_UI,"Device=Smartphone, Mood=Happy",Mobile_whitespace=Balanced,0.055,0.8461538461538461,0.995475113122172,-0.0002500000000000002,0.9750000000000001,3
Mobile_UI,Device=Smartphone,Mobile_whitespace=Balanced,0.685,0.8404907975460124,0.9888127029953088,-0.007749999999999924,0.9403846153846164,2
Desktop_UI,"Device=Smartphone, Persona=Impulsive Buyer","Desktop_info_density=Moderate (Balanced - some details visible, cl...",0.105,0.84,1.1586206896551725,0.014374999999999999,1.7187499999999998,3
Mobile_UI,"Device=Smartphone, Persona=Impulsive Buyer",Mobile_whitespace=Balanced,0.105,0.84,0.9882352941176471,-0.0012500000000000011,0.9375,3
Mobile_UI,"Device=Smartphone, Mood=Neutral",Mobile_whitespace=Balanced,0.26,0.8387096774193549,0.9867172675521823,-0.003500000000000003,0.9300000000000003,3
Mobile_UI,Device=Laptop/Desktop,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.155,0.8378378378378378,1.009443178117877,0.0014500000000000068,1.0483333333333336,2
Mobile_UI,Persona=Deal Hunter,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_info_density=Moderate (Balanced - some details visible, cl...",0.1,0.8333333333333334,1.3440860215053765,0.02560000000000001,2.2800000000000007,3
Mobile_UI,Persona=Deal Hunter,"Mobile_info_density=Moderate (Balanced - some details visible, cl..., Mobile_whitespace=Balanced",0.1,0.8333333333333334,1.3440860215053765,0.02560000000000001,2.2800000000000007,3
Mobile_UI,Persona=Deal Hunter,Mobile_price_display=Strike-through Original (Shows original price...,0.1,0.8333333333333334,1.3333333333333335,0.02500000000000001,2.2500000000000004,2
Desktop_UI,"Device=Smartphone, Persona=Loyal Customer","Desktop_info_density=Moderate (Balanced - some details visible, cl...",0.075,0.8333333333333334,1.149425287356322,0.009749999999999995,1.6500000000000006,3
Global_UI,"Device=Smartphone, Persona=Loyal Customer",Global_whitespace_pref=Balanced (Moderate spacing - comfortable midd...,0.075,0.8333333333333334,1.1337868480725624,0.008849999999999997,1.5900000000000005,3
Global_UI,"Mood=Neutral, Persona=Minimalist",Global_whitespace_pref=Balanced (Moderate spacing - comfortable midd...,0.075,0.8333333333333334,1.1337868480725624,0.008849999999999997,1.5900000000000005,3
Mobile_UI,Persona=Deal Hunter,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_whitespace=Balanced",0.1,0.8333333333333334,1.1185682326621924,0.010600000000000012,1.5300000000000005,3
Mobile_UI,"Device=Smartphone, Persona=Loyal Customer","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_whitespace=Balanced",0.075,0.8333333333333334,1.1185682326621924,0.007949999999999999,1.5300000000000005,4
Desktop_UI,"Mood=Neutral, Persona=Minimalist",Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.075,0.8333333333333334,1.1111111111111112,0.007499999999999993,1.5000000000000004,3
Mobile_UI,Persona=Browser,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.125,0.8333333333333334,1.0040160642570282,0.0005000000000000143,1.0200000000000005,2
Mobile_UI,Mood=Bored,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.075,0.8333333333333334,1.0040160642570282,0.0003000000000000086,1.0200000000000005,2
Mobile_UI,"Mood=Neutral, Persona=Minimalist",Mobile_whitespace=Balanced,0.075,0.8333333333333334,0.9803921568627452,-0.0015000000000000013,0.9000000000000004,3
Mobile_UI,Device=Smartphone,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.675,0.8282208588957056,0.9978564565008502,-0.0014499999999998403,0.9896428571428579,2
Desktop_UI,Mood=Stressed,Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.12,0.8275862068965517,1.103448275862069,0.01125000000000001,1.45,2
Mobile_UI,Mood=Stressed,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.12,0.8275862068965517,0.9970918155380142,-0.0003499999999999892,0.9860000000000002,2
Global_UI,Mood=Happy,Global_hero_banner_size=Medium Split (Takes up half the screen),0.07,0.823529411764706,1.5393073117097307,0.024524999999999998,2.6350000000000007,2
Mobile_UI,Mood=Happy,Mobile_sticky_header=Yes (Header stays at top while scrolling),0.07,0.823529411764706,1.2767897856817145,0.015175000000000001,2.0116666666666676,2
Mobile_UI,Mood=Happy,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_whitespace=Balanced",0.07,0.823529411764706,1.1054086063955784,0.006675,1.4450000000000005,3
Desktop_UI,Mood=Happy,Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.07,0.823529411764706,1.0980392156862746,0.0062500000000000056,1.4166666666666672,2
Mobile_UI,"Device=Smartphone, Mood=Relaxed","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.14,0.823529411764706,0.9922041105598868,-0.0010999999999999899,0.9633333333333339,3
Desktop_UI,Persona=Impulsive Buyer,"Desktop_info_density=Moderate (Balanced - some details visible, cl...",0.115,0.8214285714285714,1.1330049261083743,0.013499999999999998,1.5399999999999998,2
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_info_density=Moderate (Balanced - some details visible, cl..., Mobile_price_display=Strike-through Original (Shows original price...",0.09,0.8181818181818181,1.818181818181818,0.040499999999999994,3.024999999999999,4
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_price_display=Strike-through Original (Shows original price..., Mobile_whitespace=Balanced",0.09,0.8181818181818181,1.4876033057851237,0.02949999999999999,2.4749999999999988,4
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_info_density=Moderate (Balanced - some details visible, cl..., Mobile_whitespace=Balanced",0.09,0.8181818181818181,1.4610389610389607,0.028399999999999988,2.419999999999999,5
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_whitespace=Balanced",0.09,0.8181818181818181,1.0982306284319707,0.008050000000000002,1.4024999999999996,4
Mobile_UI,Mood=Neutral,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.315,0.8181818181818181,0.9857612267250822,-0.0045499999999999985,0.9349999999999999,2
Mobile_UI,Persona=Minimalist,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.18,0.8181818181818181,0.9857612267250822,-0.002599999999999991,0.9349999999999999,2
Mobile_UI,Persona=Loyal Customer,Mobile_whitespace=Balanced,0.09,0.8181818181818181,0.9625668449197861,-0.003500000000000003,0.8249999999999998,2
Mobile_UI,"Device=Smartphone, Mood=Bored","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.065,0.8125,0.9789156626506025,-0.0013999999999999985,0.9066666666666668,3
Global_UI,Device=Laptop/Desktop,Global_whitespace_pref=Balanced (Moderate spacing - comfortable midd...,0.15,0.8108108108108107,1.1031439602868174,0.01402500000000001,1.4007142857142854,2
Desktop_UI,Persona=Researcher,Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.21,0.8076923076923076,1.0769230769230769,0.014999999999999986,1.2999999999999994,2
Mobile_UI,"Device=Smartphone, Mood=Neutral","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.25,0.8064516129032259,0.9716284492809951,-0.007299999999999973,0.8783333333333339,3
Desktop_UI,"Device=Laptop/Desktop, Mood=Neutral","Desktop_info_density=Moderate (Balanced - some details visible, cl...",0.06,0.8,1.103448275862069,0.005624999999999998,1.3750000000000004,3
Global_UI,"Device=Smartphone, Persona=Impulsive Buyer",Global_whitespace_pref=Balanced (Moderate spacing - comfortable midd...,0.1,0.8,1.08843537414966,0.008125000000000007,1.3250000000000004,3
Global_UI,"Device=Laptop/Desktop, Mood=Neutral",Global_whitespace_pref=Balanced (Moderate spacing - comfortable midd...,0.06,0.8,1.08843537414966,0.004874999999999997,1.3250000000000004,3
Mobile_UI,Mood=Relaxed,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.155,0.7948717948717948,0.9576768612913191,-0.006849999999999995,0.82875,2
Mobile_UI,"Device=Smartphone, Mood=Relaxed","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_whitespace=Balanced",0.135,0.7941176470588235,1.0659297275957362,0.008349999999999996,1.2385714285714282,4
Mobile_UI,Mood=Stressed,Mobile_price_display=Strike-through Original (Shows original price...,0.115,0.7931034482758622,1.2689655172413796,0.024375000000000008,1.8125000000000013,2
Mobile_UI,Mood=Stressed,Mobile_whitespace=Balanced,0.115,0.7931034482758622,0.9330628803245438,-0.00824999999999998,0.7250000000000006,2
Mobile_UI,Persona=Deal Hunter,"Mobile_info_density=Moderate (Balanced - some details visible, cl..., Mobile_price_display=Strike-through Original (Shows original price...",0.095,0.7916666666666667,1.7592592592592593,0.041,2.640000000000001,3
Mobile_UI,Persona=Deal Hunter,"Mobile_sticky_header=Yes (Header stays at top while scrolling), Mobile_whitespace=Balanced",0.095,0.7916666666666667,1.4797507788161994,0.030799999999999994,2.2320000000000007,3
Mobile_UI,Persona=Deal Hunter,"Mobile_price_display=Strike-through Original (Shows original price..., Mobile_whitespace=Balanced",0.095,0.7916666666666667,1.4393939393939394,0.028999999999999998,2.1600000000000006,3
Mobile_UI,Persona=Deal Hunter,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_info_density=Moderate (Balanced - some details visible, cl..., Mobile_whitespace=Balanced",0.095,0.7916666666666667,1.4136904761904763,0.02779999999999999,2.1120000000000005,4
Desktop_UI,"Mood=Neutral, Persona=Researcher",Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.095,0.7916666666666667,1.0555555555555556,0.0050000000000000044,1.2000000000000004,3
Desktop_UI,"Device=Smartphone, Persona=Researcher",Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.15,0.7894736842105263,1.0526315789473684,0.007499999999999979,1.1875,3
Desktop_UI,"Device=Smartphone, Mood=Neutral, Persona=Researcher",Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.075,0.7894736842105263,1.0526315789473684,0.0037499999999999895,1.1875,4
Mobile_UI,"Device=Smartphone, Persona=Minimalist","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.13,0.7878787878787878,0.9492515516611902,-0.006949999999999984,0.8014285714285715,3
Mobile_UI,"Device=Laptop/Desktop, Persona=Researcher","Mobile_review_display=Collapsible Sections (Reviews can be expanded..., Mobile_whitespace=Balanced",0.055,0.7857142857142857,1.746031746031746,0.023499999999999993,2.566666666666667,4
Mobile_UI,"Device=Laptop/Desktop, Persona=Researcher",Mobile_review_display=Collapsible Sections (Reviews can be expanded...,0.055,0.7857142857142857,1.4824797843665767,0.017899999999999992,2.193333333333333,3
Desktop_UI,"Device=Laptop/Desktop, Persona=Researcher","Desktop_info_density=Moderate (Balanced - some details visible, cl..., Desktop_persistent_filters=Yes (Always visible sidebar with filters)",0.055,0.7857142857142857,1.4416775884665791,0.016849999999999997,2.123333333333333,4
Global_UI,Persona=Impulsive Buyer,Global_whitespace_pref=Balanced (Moderate spacing - comfortable midd...,0.11,0.7857142857142857,1.0689990281827018,0.007099999999999995,1.2366666666666666,2
Desktop_UI,Device=Laptop/Desktop,"Desktop_info_density=Moderate (Balanced - some details visible, cl...",0.145,0.7837837837837838,1.0810810810810811,0.010874999999999996,1.271875,2
Mobile_UI,"Device=Smartphone, Mood=Stressed",Mobile_price_display=Strike-through Original (Shows original price...,0.09,0.7826086956521738,1.2521739130434781,0.01812499999999999,1.7249999999999994,3
Desktop_UI,"Device=Smartphone, Mood=Stressed",Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.09,0.7826086956521738,1.0434782608695652,0.0037499999999999895,1.1499999999999997,3
Mobile_UI,"Device=Smartphone, Mood=Stressed","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis)",0.09,0.7826086956521738,0.9429020429544264,-0.0054499999999999965,0.7819999999999999,3
Mobile_UI,"Device=Smartphone, Mood=Stressed",Mobile_whitespace=Balanced,0.09,0.7826086956521738,0.9207161125319693,-0.007750000000000007,0.6899999999999998,3
Mobile_UI,"Device=Smartphone, Persona=Loyal Customer","Mobile_info_density=Moderate (Balanced - some details visible, cl...",0.07,0.7777777777777779,1.1354420113544201,0.008350000000000003,1.4175000000000006,3
Mobile_UI,"Mood=Neutral, Persona=Minimalist","Mobile_info_density=Moderate (Balanced - some details visible, cl...",0.07,0.7777777777777779,1.1354420113544201,0.008350000000000003,1.4175000000000006,3
Global_UI,Mood=Bored,Global_whitespace_pref=Balanced (Moderate spacing - comfortable midd...,0.07,0.7777777777777779,1.0582010582010584,0.003850000000000006,1.1925000000000008,2
Mobile_UI,"Mood=Neutral, Persona=Minimalist","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_whitespace=Balanced",0.07,0.7777777777777779,1.0439970171513797,0.002950000000000008,1.1475000000000006,4
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_info_density=Moderate (Balanced - some details visible, cl..., Mobile_price_display=Strike-through Original (Shows original price..., Mobile_whitespace=Balanced",0.085,0.7727272727272728,1.9318181818181819,0.041,2.640000000000001,5
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_info_density=Moderate (Balanced - some details visible, cl..., Mobile_price_display=Strike-through Original (Shows original price...",0.085,0.7727272727272728,1.9079685746352415,0.04045,2.6180000000000008,5
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_info_density=Moderate (Balanced - some details visible, cl..., Mobile_sticky_header=Yes (Header stays at top while scrolling)",0.085,0.7727272727272728,1.7364657814096018,0.036050000000000006,2.4420000000000006,4
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_sticky_header=Yes (Header stays at top while scrolling), Mobile_whitespace=Balanced",0.085,0.7727272727272728,1.4443500424808837,0.02615,2.0460000000000007,4
Mobile_UI,"Device=Smartphone, Persona=Deal Hunter","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_price_display=Strike-through Original (Shows original price...",0.085,0.7727272727272728,1.4049586776859504,0.0245,1.9800000000000006,4
Desktop_UI,Persona=Loyal Customer,"Desktop_info_density=Moderate (Balanced - some details visible, cl...",0.085,0.7727272727272728,1.065830721003135,0.005250000000000005,1.2100000000000006,2
Mobile_UI,Persona=Loyal Customer,"Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_whitespace=Balanced",0.085,0.7727272727272728,1.037217815741306,0.003050000000000011,1.1220000000000006,3
Desktop_UI,Persona=Loyal Customer,Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.085,0.7727272727272728,1.0303030303030305,0.0025000000000000022,1.1000000000000005,2
Mobile_UI,Persona=Minimalist,Mobile_whitespace=Balanced,0.17,0.7727272727272728,0.9090909090909092,-0.016999999999999987,0.6600000000000004,2
Desktop_UI,"Device=Smartphone, Mood=Happy",Desktop_search_visibility=Collapsible (Search bar that expands when cli...,0.05,0.7692307692307693,1.9723865877712032,0.024650000000000002,2.643333333333334,3
Mobile_UI,"Device=Smartphone, Mood=Happy","Mobile_image_text_ratio=Balanced (50% images, 50% text - equal emphasis), Mobile_sticky_header=Yes (Header stays at top while scrolling)",0.05,0.7692307692307693,1.4792899408284024,0.0162,2.0800000000000005,4
Global_UI,"Device=Smartphone, Mood=Happy",Global_hero_banner_size=Medium Split (Takes up half the screen),0.05,0.7692307692307693,1.4378145219266714,0.015225000000000002,2.015,3
Desktop_UI,"Device=Smartphone, Mood=Neutral, Persona=Minimalist",Desktop_whitespace=Balanced,0.05,0.7692307692307693,1.3495276653171393,0.012950000000000003,1.863333333333334,4
Global_UI,"Device=Smartphone, Mood=Neutral, Persona=Minimalist","Global_accent_color_pref=Blue (Trustworthy, professional, calm)",0.05,0.7692307692307693,1.2714558169103625,0.010675000000000004,1.7116666666666671,4
Mobile_UI,"Device=Smartphone, Mood=Happy",Mobile_sticky_header=Yes (Header stays at top while scrolling),0.05,0.7692307692307693,1.1926058437686344,0.008074999999999999,1.5383333333333336,3
Desktop_UI,"Device=Smartphone, Mood=Neutral, Persona=Minimalist","Desktop_info_density=Moderate (Balanced - some details visible, cl...",0.05,0.7692307692307693,1.0610079575596818,0.0028750000000000026,1.1916666666666669,4
Global_UI,"Device=Smartphone, Mood=Happy",Global_whitespace_pref=Balanced (Moderate spacing - comfortable midd...,0.05,0.7692307692307693,1.0465724751439038,0.0022250000000000048,1.1483333333333337,3
Desktop_UI,"Device=Smartphone, Mood=Happy",Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.05,0.7692307692307693,1.0256410256410258,0.0012500000000000011,1.0833333333333335,3
Desktop_UI,"Device=Smartphone, Mood=Neutral, Persona=Minimalist",Desktop_persistent_filters=Yes (Always visible sidebar with filters),0.05,0.7692307692307693,1.0256410256410258,0.0012500000000000011,1.0833333333333335,4
